Date,SO2 µg/m3,Nox µg/m3,RSPM µg/m3,SPM,CO2 µg/m3,AQI,Location
12/07/12,15,30,36.0,,,38.0,Pimpri Chinchwad
13/07/2012,16,26,52.0,,,52.0,Pimpri Chinchwad
15/07/2012,16,24,23.0,,,30.0,Pimpri Chinchwad
16/07/2012,19,35,42.0,,,44.0,Pimpri Chinchwad
17/07/2012,13,46,37.0,,,58.0,Pimpri Chinchwad
19/07/2012,18,33,23.0,,,41.0,Pimpri Chinchwad
20/07/2012,16,27,38.0,,,38.0,Pimpri Chinchwad
23/07/2012,20,29,27.0,,,36.0,Pimpri Chinchwad
24/07/2012,18,22,20.0,,,28.0,Pimpri Chinchwad
25/07/2012,16,17,29.0,,,29.0,Pimpri Chinchwad
30/07/2012,19,34,34.0,,,43.0,Pimpri Chinchwad
01/08/12,15,52,39.0,,,65.0,Pimpri Chinchwad
02/08/12,12,26,18.0,,,33.0,Pimpri Chinchwad
03/08/12,16,27,22.0,,,34.0,Pimpri Chinchwad
05/08/12,18,38,32.0,,,48.0,Pimpri Chinchwad
06/08/12,22,35,12.0,,,44.0,Pimpri Chinchwad
07/08/12,14,18,29.0,,,29.0,Pimpri Chinchwad
08/08/12,20,26,6.0,,,33.0,Pimpri Chinchwad
09/08/12,17,24,17.0,,,30.0,Pimpri Chinchwad
10/08/12,17,28,33.0,,,35.0,Pimpri Chinchwad
12/08/12,15,36,45.0,,,45.0,Pimpri Chinchwad
13/08/2012,11,38,28.0,,,48.0,Pimpri Chinchwad
14/08/2012,11,25,24.0,,,31.0,Pimpri Chinchwad
16/08/2012,16,23,17.0,,,29.0,Pimpri Chinchwad
17/08/2012,14,22,25.0,,,28.0,Pimpri Chinchwad
19/08/2012,14,30,16.0,,,38.0,Pimpri Chinchwad
21/08/2012,14,22,25.0,,,28.0,Pimpri Chinchwad
22/08/2012,16,38,27.0,,,48.0,Pimpri Chinchwad
23/08/2012,13,33,28.0,,,41.0,Pimpri Chinchwad
25/08/2012,14,23,24.0,,,29.0,Pimpri Chinchwad
26/08/2012,15,24,29.0,,,30.0,Pimpri Chinchwad
27/08/2012,12,31,26.0,,,39.0,Pimpri Chinchwad
28/08/2012,15,29,45.0,,,45.0,Pimpri Chinchwad
29/08/2012,15,32,27.0,,,40.0,Pimpri Chinchwad
30/08/2012,24,38,27.0,,,48.0,Pimpri Chinchwad
31/08/2012,15,38,20.0,,,48.0,Pimpri Chinchwad
02/09/12,16,26,19.0,,,33.0,Pimpri Chinchwad
04/09/12,15,28,25.0,,,35.0,Pimpri Chinchwad
05/09/12,14,30,23.0,,,38.0,Pimpri Chinchwad
06/09/12,12,30,20.0,,,38.0,Pimpri Chinchwad
07/09/12,14,34,36.0,,,43.0,Pimpri Chinchwad
09/09/12,15,30,27.0,,,38.0,Pimpri Chinchwad
10/09/12,17,34,21.0,,,43.0,Pimpri Chinchwad
11/09/12,16,40,28.0,,,,Pimpri Chinchwad
12/09/12,18,34,41.0,,,43.0,Pimpri Chinchwad
13/09/2012,24,39,31.0,,,49.0,Pimpri Chinchwad
14/09/2012,15,26,32.0,,,33.0,Pimpri Chinchwad
17/09/2012,16,33,41.0,,,41.0,Pimpri Chinchwad
18/09/2012,15,35,38.0,,,44.0,Pimpri Chinchwad
19/09/2012,13,37,47.0,,,47.0,Pimpri Chinchwad
20/09/2012,18,16,57.0,,,57.0,Pimpri Chinchwad
21/09/2012,17,28,56.0,,,56.0,Pimpri Chinchwad
23/09/2012,15,46,38.0,,,58.0,Pimpri Chinchwad
24/09/2012,14,30,44.0,,,44.0,Pimpri Chinchwad
25/09/2012,16,50,57.0,,,63.0,Pimpri Chinchwad
26/09/2012,16,39,61.0,,,61.0,Pimpri Chinchwad
27/09/2012,17,38,51.0,,,51.0,Pimpri Chinchwad
28/09/2012,17,65,76.0,,,81.0,Pimpri Chinchwad
30/09/2012,17,62,71.0,,,78.0,Pimpri Chinchwad
01/10/12,18,47,50.0,,,59.0,Pimpri Chinchwad
02/10/12,16,47,55.0,,,59.0,Pimpri Chinchwad
04/10/12,15,40,44.0,,,,Pimpri Chinchwad
05/10/12,14,33,33.0,,,41.0,Pimpri Chinchwad
07/10/12,30,45,31.0,,,56.0,Pimpri Chinchwad
09/10/12,16,40,49.0,,,,Pimpri Chinchwad
10/10/12,18,46,40.0,,,58.0,Pimpri Chinchwad
11/10/12,21,51,52.0,,,64.0,Pimpri Chinchwad
12/10/12,16,51,74.0,,,74.0,Pimpri Chinchwad
14/10/2012,20,66,77.0,,,83.0,Pimpri Chinchwad
16/10/2012,17,71,70.0,,,89.0,Pimpri Chinchwad
17/10/2012,19,58,66.0,,,73.0,Pimpri Chinchwad
18/10/2012,16,58,74.0,,,74.0,Pimpri Chinchwad
19/10/2012,26,38,76.0,,,76.0,Pimpri Chinchwad
21/10/2012,19,27,60.0,,,60.0,Pimpri Chinchwad
22/10/2012,22,27,81.0,,,81.0,Pimpri Chinchwad
23/10/2012,17,40,74.0,,,74.0,Pimpri Chinchwad
24/10/2012,15,45,67.0,,,67.0,Pimpri Chinchwad
25/10/2012,14,42,85.0,,,85.0,Pimpri Chinchwad
28/10/2012,21,35,89.0,,,89.0,Pimpri Chinchwad
29/10/2012,21,38,76.0,,,76.0,Pimpri Chinchwad
30/10/2012,29,42,71.0,,,71.0,Pimpri Chinchwad
31/10/2012,19,49,89.0,,,89.0,Pimpri Chinchwad
01/11/12,14,41,98.0,,,98.0,Pimpri Chinchwad
02/11/12,17,44,139.0,,,126.0,Pimpri Chinchwad
04/11/12,16,36,74.0,,,74.0,Pimpri Chinchwad
06/11/12,15,64,97.0,,,97.0,Pimpri Chinchwad
09/11/12,8,31,55.0,,,55.0,Pimpri Chinchwad
10/11/12,11,37,89.0,,,89.0,Pimpri Chinchwad
12/11/12,12,43,92.0,,,92.0,Pimpri Chinchwad
13/11/2012,22,91,128.0,,,119.0,Pimpri Chinchwad
14/11/2012,20,59,154.0,,,136.0,Pimpri Chinchwad
15/11/2012,14,52,84.0,,,84.0,Pimpri Chinchwad
16/11/2012,12,46,81.0,,,81.0,Pimpri Chinchwad
18/11/2012,15,36,88.0,,,88.0,Pimpri Chinchwad
19/11/2012,22,43,180.0,,,153.0,Pimpri Chinchwad
20/11/2012,16,57,274.0,,,224.0,Pimpri Chinchwad
21/11/2012,19,81,140.0,,,127.0,Pimpri Chinchwad
22/11/2012,16,69,118.0,,,112.0,Pimpri Chinchwad
23/11/2012,19,74,113.0,,,109.0,Pimpri Chinchwad
25/11/2012,17,86,119.0,,,113.0,Pimpri Chinchwad
26/11/2012,19,71,98.0,,,98.0,Pimpri Chinchwad
27/11/2012,18,76,111.0,,,107.0,Pimpri Chinchwad
28/11/2012,27,70,128.0,,,119.0,Pimpri Chinchwad
29/11/2012,16,87,177.0,,,151.0,Pimpri Chinchwad
30/11/2012,21,79,100.0,,,,Pimpri Chinchwad
02/12/12,19,63,126.0,,,117.0,Pimpri Chinchwad
03/12/12,27,73,112.0,,,108.0,Pimpri Chinchwad
05/12/12,53,46,100.0,,,,Pimpri Chinchwad
06/12/12,21,53,90.0,,,90.0,Pimpri Chinchwad
10/12/12,13,62,95.0,,,95.0,Pimpri Chinchwad
11/12/12,15,81,198.0,,,165.0,Pimpri Chinchwad
12/12/12,12,59,87.0,,,87.0,Pimpri Chinchwad
13/12/2012,12,60,91.0,,,91.0,Pimpri Chinchwad
14/12/2012,14,84,106.0,,,104.0,Pimpri Chinchwad
16/12/2012,23,76,146.0,,,131.0,Pimpri Chinchwad
17/12/2012,20,56,106.0,,,104.0,Pimpri Chinchwad
18/12/2012,14,46,50.0,,,58.0,Pimpri Chinchwad
20/12/2012,16,69,130.0,,,120.0,Pimpri Chinchwad
23/12/2012,15,66,120.0,,,113.0,Pimpri Chinchwad
24/12/2012,21,71,112.0,,,108.0,Pimpri Chinchwad
25/12/2012,29,48,97.0,,,97.0,Pimpri Chinchwad
26/12/2012,12,48,111.0,,,107.0,Pimpri Chinchwad
27/12/2012,20,66,89.0,,,89.0,Pimpri Chinchwad
28/12/2012,19,88,146.0,,,131.0,Pimpri Chinchwad
30/12/2012,24,74,170.0,,,147.0,Pimpri Chinchwad
31/12/2012,18,66,129.0,,,119.0,Pimpri Chinchwad
01/01/13,16,56,86.0,,,86.0,Pimpri Chinchwad
02/01/13,18,50,80.0,,,80.0,Pimpri Chinchwad
03/01/13,17,83,136.0,,,124.0,Pimpri Chinchwad
04/01/13,17,97,146.0,,,131.0,Pimpri Chinchwad
06/01/13,21,47,159.0,,,139.0,Pimpri Chinchwad
07/01/13,13,77,136.0,,,124.0,Pimpri Chinchwad
08/01/13,19,106,185.0,,,157.0,Pimpri Chinchwad
09/01/13,16,85,151.0,,,134.0,Pimpri Chinchwad
10/01/13,14,90,161.0,,,141.0,Pimpri Chinchwad
11/01/13,29,96,171.0,,,147.0,Pimpri Chinchwad
13/01/2013,19,90,252.0,,,202.0,Pimpri Chinchwad
14/01/2013,11,91,196.0,,,164.0,Pimpri Chinchwad
15/01/2013,28,125,182.0,,,155.0,Pimpri Chinchwad
17/01/2013,13,93,134.0,,,123.0,Pimpri Chinchwad
18/01/2013,12,38,92.0,,,92.0,Pimpri Chinchwad
20/01/2013,20,107,166.0,,,144.0,Pimpri Chinchwad
21/01/2013,21,86,184.0,,,156.0,Pimpri Chinchwad
22/01/2013,18,98,163.0,,,142.0,Pimpri Chinchwad
23/01/2013,12,66,190.0,,,160.0,Pimpri Chinchwad
24/01/2013,15,83,179.0,,,153.0,Pimpri Chinchwad
27/01/2013,20,56,168.0,,,145.0,Pimpri Chinchwad
28/01/2013,13,85,166.0,,,144.0,Pimpri Chinchwad
29/01/2013,21,68,123.0,,,115.0,Pimpri Chinchwad
30/01/2013,29,82,159.0,,,139.0,Pimpri Chinchwad
31/01/2013,15,118,177.0,,,151.0,Pimpri Chinchwad
01/02/13,18,84,145.0,,,130.0,Pimpri Chinchwad
03/02/13,19,70,152.0,,,135.0,Pimpri Chinchwad
04/02/13,13,53,137.0,,,125.0,Pimpri Chinchwad
05/02/13,25,60,91.0,,,91.0,Pimpri Chinchwad
06/02/13,11,42,93.0,,,93.0,Pimpri Chinchwad
07/02/13,16,69,151.0,,,134.0,Pimpri Chinchwad
08/02/13,20,64,135.0,,,123.0,Pimpri Chinchwad
10/02/13,22,60,151.0,,,134.0,Pimpri Chinchwad
11/02/13,9,26,53.0,,,53.0,Pimpri Chinchwad
12/02/13,26,86,148.0,,,132.0,Pimpri Chinchwad
13/02/2013,25,73,147.0,,,131.0,Pimpri Chinchwad
14/02/2013,23,73,155.0,,,137.0,Pimpri Chinchwad
15/02/2013,18,53,112.0,,,108.0,Pimpri Chinchwad
16/02/2013,15,38,106.0,,,104.0,Pimpri Chinchwad
18/02/2013,28,71,183.0,,,155.0,Pimpri Chinchwad
19/02/2013,22,87,84.0,,,107.0,Pimpri Chinchwad
20/02/2013,24,71,159.0,,,139.0,Pimpri Chinchwad
21/02/2013,21,76,129.0,,,119.0,Pimpri Chinchwad
22/02/2013,18,69,99.0,,,99.0,Pimpri Chinchwad
24/02/2013,28,49,128.0,,,119.0,Pimpri Chinchwad
25/02/2013,27,70,137.0,,,125.0,Pimpri Chinchwad
26/02/2013,20,84,118.0,,,112.0,Pimpri Chinchwad
27/02/2013,19,63,133.0,,,122.0,Pimpri Chinchwad
28/02/2013,24,56,286.0,,,236.0,Pimpri Chinchwad
01/03/13,12,87,138.0,,,125.0,Pimpri Chinchwad
03/03/13,19,54,150.0,,,133.0,Pimpri Chinchwad
04/03/13,12,55,164.0,,,143.0,Pimpri Chinchwad
05/03/13,25,67,136.0,,,124.0,Pimpri Chinchwad
06/03/13,18,57,143.0,,,129.0,Pimpri Chinchwad
07/03/13,15,61,155.0,,,137.0,Pimpri Chinchwad
08/03/13,23,71,120.0,,,113.0,Pimpri Chinchwad
10/03/13,37,47,133.0,,,122.0,Pimpri Chinchwad
11/03/13,61,54,115.0,,,110.0,Pimpri Chinchwad
12/03/13,14,63,122.0,,,115.0,Pimpri Chinchwad
13/03/2013,20,64,105.0,,,103.0,Pimpri Chinchwad
14/03/2013,21,38,93.0,,,93.0,Pimpri Chinchwad
15/03/2013,27,50,107.0,,,105.0,Pimpri Chinchwad
17/03/2013,22,60,123.0,,,115.0,Pimpri Chinchwad
18/03/2013,19,65,99.0,,,99.0,Pimpri Chinchwad
19/03/2013,18,70,89.0,,,89.0,Pimpri Chinchwad
20/03/2013,25,40,103.0,,,102.0,Pimpri Chinchwad
22/03/2013,17,67,93.0,,,93.0,Pimpri Chinchwad
24/03/2013,27,35,94.0,,,94.0,Pimpri Chinchwad
25/03/2013,41,55,91.0,,,91.0,Pimpri Chinchwad
26/03/2013,25,40,100.0,,,,Pimpri Chinchwad
27/03/2013,24,45,85.0,,,85.0,Pimpri Chinchwad
28/03/2013,28,50,75.0,,,75.0,Pimpri Chinchwad
29/03/2013,32,46,67.0,,,67.0,Pimpri Chinchwad
31/03/2013,30,33,114.0,,,109.0,Pimpri Chinchwad
01/04/13,29,35,78.0,,,78.0,Pimpri Chinchwad
02/04/13,25,36,65.0,,,65.0,Pimpri Chinchwad
03/04/13,29,40,143.0,,,129.0,Pimpri Chinchwad
04/04/13,23,43,87.0,,,87.0,Pimpri Chinchwad
05/04/13,28,33,111.0,,,107.0,Pimpri Chinchwad
07/04/13,28,32,58.0,,,58.0,Pimpri Chinchwad
08/04/13,21,56,71.0,,,71.0,Pimpri Chinchwad
09/04/13,19,51,69.0,,,69.0,Pimpri Chinchwad
10/04/13,22,48,170.0,,,147.0,Pimpri Chinchwad
13/04/2013,22,52,76.0,,,76.0,Pimpri Chinchwad
15/04/2013,21,52,139.0,,,126.0,Pimpri Chinchwad
16/04/2013,22,56,64.0,,,70.0,Pimpri Chinchwad
17/04/2013,29,41,195.0,,,163.0,Pimpri Chinchwad
18/04/2013,15,42,74.0,,,74.0,Pimpri Chinchwad
19/04/2013,24,37,39.0,,,46.0,Pimpri Chinchwad
21/04/2013,24,34,95.0,,,95.0,Pimpri Chinchwad
22/04/2013,21,38,71.0,,,71.0,Pimpri Chinchwad
23/04/2013,18,45,42.0,,,56.0,Pimpri Chinchwad
24/04/2013,18,51,59.0,,,64.0,Pimpri Chinchwad
25/04/2013,21,42,75.0,,,75.0,Pimpri Chinchwad
26/04/2013,31,41,72.0,,,72.0,Pimpri Chinchwad
28/04/2013,45,33,107.0,,,105.0,Pimpri Chinchwad
29/04/2013,27,34,57.0,,,57.0,Pimpri Chinchwad
30/04/2013,27,45,94.0,,,94.0,Pimpri Chinchwad
02/05/13,30,43,57.0,,,57.0,Pimpri Chinchwad
03/05/13,21,42,72.0,,,72.0,Pimpri Chinchwad
05/05/13,37,33,64.0,,,64.0,Pimpri Chinchwad
06/05/13,25,33,71.0,,,71.0,Pimpri Chinchwad
07/05/13,24,33,74.0,,,74.0,Pimpri Chinchwad
08/05/13,53,33,58.0,,,66.0,Pimpri Chinchwad
09/05/13,28,38,57.0,,,57.0,Pimpri Chinchwad
10/05/13,25,33,74.0,,,74.0,Pimpri Chinchwad
12/05/13,26,37,134.0,,,123.0,Pimpri Chinchwad
14/05/2013,18,30,56.0,,,56.0,Pimpri Chinchwad
15/05/2013,21,37,55.0,,,55.0,Pimpri Chinchwad
16/05/2013,22,37,55.0,,,55.0,Pimpri Chinchwad
17/05/2013,54,26,42.0,,,68.0,Pimpri Chinchwad
18/05/2013,22,28,40.0,,,40.0,Pimpri Chinchwad
19/05/2013,20,29,49.0,,,49.0,Pimpri Chinchwad
20/05/2013,19,24,56.0,,,56.0,Pimpri Chinchwad
21/05/2013,18,31,37.0,,,39.0,Pimpri Chinchwad
22/05/2013,23,30,40.0,,,40.0,Pimpri Chinchwad
23/05/2013,22,28,47.0,,,47.0,Pimpri Chinchwad
24/05/2013,29,26,40.0,,,40.0,Pimpri Chinchwad
25/05/2013,27,26,38.0,,,38.0,Pimpri Chinchwad
27/05/2013,20,26,61.0,,,61.0,Pimpri Chinchwad
28/05/2013,26,25,29.0,,,31.0,Pimpri Chinchwad
29/05/2013,28,31,29.0,,,39.0,Pimpri Chinchwad
30/05/2013,27,30,44.0,,,44.0,Pimpri Chinchwad
31/05/2013,26,34,52.0,,,52.0,Pimpri Chinchwad
01/06/13,29,36,42.0,,,45.0,Pimpri Chinchwad
04/06/13,21,23,72.0,,,72.0,Pimpri Chinchwad
05/06/13,21,32,42.0,,,42.0,Pimpri Chinchwad
06/06/13,16,19,42.0,,,42.0,Pimpri Chinchwad
07/06/13,18,25,54.0,,,54.0,Pimpri Chinchwad
08/06/13,20,34,40.0,,,43.0,Pimpri Chinchwad
09/06/13,22,28,42.0,,,42.0,Pimpri Chinchwad
10/06/13,14,40,34.0,,,,Pimpri Chinchwad
11/06/13,17,27,45.0,,,45.0,Pimpri Chinchwad
12/06/13,15,25,58.0,,,58.0,Pimpri Chinchwad
13/06/2013,17,30,26.0,,,38.0,Pimpri Chinchwad
14/06/2013,16,34,62.0,,,62.0,Pimpri Chinchwad
16/06/2013,17,26,38.0,,,38.0,Pimpri Chinchwad
17/06/2013,16,30,59.0,,,59.0,Pimpri Chinchwad
18/06/2013,15,25,36.0,,,36.0,Pimpri Chinchwad
19/06/2013,13,28,57.0,,,57.0,Pimpri Chinchwad
20/06/2013,16,26,37.0,,,37.0,Pimpri Chinchwad
21/06/2013,16,32,41.0,,,41.0,Pimpri Chinchwad
23/06/2013,18,27,43.0,,,43.0,Pimpri Chinchwad
24/06/2013,17,25,39.0,,,39.0,Pimpri Chinchwad
25/06/2013,17,26,47.0,,,47.0,Pimpri Chinchwad
26/06/2013,17,28,39.0,,,39.0,Pimpri Chinchwad
27/06/2013,19,22,58.0,,,58.0,Pimpri Chinchwad
28/06/2013,19,26,39.0,,,39.0,Pimpri Chinchwad
30/06/2013,16,21,59.0,,,59.0,Pimpri Chinchwad
01/07/13,18,27,44.0,,,44.0,Pimpri Chinchwad
02/07/13,21,29,51.0,,,51.0,Pimpri Chinchwad
03/07/13,13,19,66.0,,,66.0,Pimpri Chinchwad
04/07/13,17,32,47.0,,,47.0,Pimpri Chinchwad
05/07/13,17,33,54.0,,,54.0,Pimpri Chinchwad
07/07/13,21,28,55.0,,,55.0,Pimpri Chinchwad
08/07/13,19,25,41.0,,,41.0,Pimpri Chinchwad
09/07/13,17,18,44.0,,,44.0,Pimpri Chinchwad
10/07/13,15,24,43.0,,,43.0,Pimpri Chinchwad
11/07/13,13,22,56.0,,,56.0,Pimpri Chinchwad
13/07/2013,17,28,34.0,,,35.0,Pimpri Chinchwad
14/07/2013,15,21,45.0,,,45.0,Pimpri Chinchwad
15/07/2013,13,23,63.0,,,63.0,Pimpri Chinchwad
16/07/2013,15,23,51.0,,,51.0,Pimpri Chinchwad
17/07/2013,14,23,40.0,,,40.0,Pimpri Chinchwad
18/07/2013,14,21,26.0,,,26.0,Pimpri Chinchwad
19/07/2013,14,24,43.0,,,43.0,Pimpri Chinchwad
22/07/2013,11,12,41.0,,,41.0,Pimpri Chinchwad
23/07/2013,12,14,27.0,,,27.0,Pimpri Chinchwad
24/07/2013,12,17,32.0,,,32.0,Pimpri Chinchwad
25/07/2013,11,17,37.0,,,37.0,Pimpri Chinchwad
26/07/2013,15,20,51.0,,,51.0,Pimpri Chinchwad
27/07/2013,13,17,40.0,,,40.0,Pimpri Chinchwad
28/07/2013,13,20,23.0,,,25.0,Pimpri Chinchwad
29/07/2013,12,22,28.0,,,28.0,Pimpri Chinchwad
30/07/2013,14,19,28.0,,,28.0,Pimpri Chinchwad
31/07/2013,14,21,45.0,,,45.0,Pimpri Chinchwad
01/08/13,34,38,45.0,,,48.0,Pimpri Chinchwad
02/08/13,33,39,67.0,,,67.0,Pimpri Chinchwad
04/08/13,15,25,33.0,,,33.0,Pimpri Chinchwad
06/08/13,15,33,53.0,,,53.0,Pimpri Chinchwad
07/08/13,9,21,47.0,,,47.0,Pimpri Chinchwad
08/08/13,16,33,26.0,,,41.0,Pimpri Chinchwad
09/08/13,17,24,20.0,,,30.0,Pimpri Chinchwad
10/08/13,16,23,32.0,,,32.0,Pimpri Chinchwad
11/08/13,15,33,15.0,,,41.0,Pimpri Chinchwad
12/08/13,13,27,30.0,,,34.0,Pimpri Chinchwad
13/08/2013,13,23,20.0,,,29.0,Pimpri Chinchwad
14/08/2013,19,29,106.0,,,104.0,Pimpri Chinchwad
17/08/2013,15,25,29.0,,,31.0,Pimpri Chinchwad
18/08/2013,17,28,34.0,,,35.0,Pimpri Chinchwad
19/08/2013,14,27,31.0,,,34.0,Pimpri Chinchwad
20/08/2013,13,19,28.0,,,28.0,Pimpri Chinchwad
21/08/2013,15,21,26.0,,,26.0,Pimpri Chinchwad
22/08/2013,14,24,25.0,,,30.0,Pimpri Chinchwad
23/08/2013,15,21,25.0,,,26.0,Pimpri Chinchwad
25/08/2013,16,23,24.0,,,29.0,Pimpri Chinchwad
26/08/2013,17,29,35.0,,,36.0,Pimpri Chinchwad
27/08/2013,12,28,36.0,,,36.0,Pimpri Chinchwad
28/08/2013,15,25,28.0,,,31.0,Pimpri Chinchwad
29/08/2013,16,25,25.0,,,31.0,Pimpri Chinchwad
01/09/13,20,28,80.0,,,80.0,Pimpri Chinchwad
02/09/13,18,29,55.0,,,55.0,Pimpri Chinchwad
03/09/13,15,26,31.0,,,33.0,Pimpri Chinchwad
05/09/13,14,20,36.0,,,36.0,Pimpri Chinchwad
06/09/13,17,25,27.0,,,31.0,Pimpri Chinchwad
08/09/13,22,37,57.0,,,57.0,Pimpri Chinchwad
09/09/13,20,30,84.0,,,84.0,Pimpri Chinchwad
10/09/13,18,31,61.0,,,61.0,Pimpri Chinchwad
11/09/13,14,37,49.0,,,49.0,Pimpri Chinchwad
12/09/13,18,38,74.0,,,74.0,Pimpri Chinchwad
14/09/2013,18,36,52.0,,,52.0,Pimpri Chinchwad
15/09/2013,20,39,43.0,,,49.0,Pimpri Chinchwad
16/09/2013,22,37,102.0,,,101.0,Pimpri Chinchwad
17/09/2013,24,31,53.0,,,53.0,Pimpri Chinchwad
18/09/2013,24,44,128.0,,,119.0,Pimpri Chinchwad
19/09/2013,19,41,65.0,,,65.0,Pimpri Chinchwad
20/09/2013,24,36,48.0,,,48.0,Pimpri Chinchwad
22/09/2013,15,32,53.0,,,53.0,Pimpri Chinchwad
23/09/2013,21,30,60.0,,,60.0,Pimpri Chinchwad
24/09/2013,15,31,60.0,,,60.0,Pimpri Chinchwad
25/09/2013,17,26,20.0,,,33.0,Pimpri Chinchwad
26/09/2013,19,29,46.0,,,46.0,Pimpri Chinchwad
27/09/2013,18,28,27.0,,,35.0,Pimpri Chinchwad
29/09/2013,15,28,25.0,,,35.0,Pimpri Chinchwad
30/09/2013,14,28,50.0,,,,Pimpri Chinchwad
01/10/13,19,24,29.0,,,30.0,Pimpri Chinchwad
03/10/13,17,29,52.0,,,52.0,Pimpri Chinchwad
05/10/13,22,28,36.0,,,36.0,Pimpri Chinchwad
06/10/13,14,27,56.0,,,56.0,Pimpri Chinchwad
07/10/13,20,28,57.0,,,57.0,Pimpri Chinchwad
08/10/13,23,28,36.0,,,36.0,Pimpri Chinchwad
09/10/13,14,23,54.0,,,54.0,Pimpri Chinchwad
10/10/13,15,28,40.0,,,40.0,Pimpri Chinchwad
11/10/13,14,24,31.0,,,31.0,Pimpri Chinchwad
13/10/2013,18,17,54.0,,,54.0,Pimpri Chinchwad
14/10/2013,18,22,47.0,,,47.0,Pimpri Chinchwad
15/10/2013,19,27,70.0,,,70.0,Pimpri Chinchwad
16/10/2013,17,29,60.0,,,60.0,Pimpri Chinchwad
17/10/2013,15,30,57.0,,,57.0,Pimpri Chinchwad
18/10/2013,22,40,112.0,,,108.0,Pimpri Chinchwad
20/10/2013,25,43,79.0,,,79.0,Pimpri Chinchwad
21/10/2013,30,51,86.0,,,86.0,Pimpri Chinchwad
22/10/2013,23,36,83.0,,,83.0,Pimpri Chinchwad
23/10/2013,25,27,70.0,,,70.0,Pimpri Chinchwad
24/10/2013,17,36,56.0,,,56.0,Pimpri Chinchwad
25/10/2013,16,31,45.0,,,45.0,Pimpri Chinchwad
27/10/2013,17,37,64.0,,,64.0,Pimpri Chinchwad
28/10/2013,15,29,82.0,,,82.0,Pimpri Chinchwad
29/10/2013,18,37,92.0,,,92.0,Pimpri Chinchwad
30/10/2013,22,41,95.0,,,95.0,Pimpri Chinchwad
01/11/13,20,38,114.0,,,109.0,Pimpri Chinchwad
03/11/13,32,33,118.0,,,112.0,Pimpri Chinchwad
04/11/13,21,40,79.0,,,79.0,Pimpri Chinchwad
05/11/13,28,36,129.0,,,119.0,Pimpri Chinchwad
06/11/13,17,38,107.0,,,105.0,Pimpri Chinchwad
07/11/13,22,37,137.0,,,125.0,Pimpri Chinchwad
08/11/13,21,38,110.0,,,107.0,Pimpri Chinchwad
10/11/13,29,37,117.0,,,111.0,Pimpri Chinchwad
11/11/13,15,45,102.0,,,101.0,Pimpri Chinchwad
12/11/13,11,33,107.0,,,105.0,Pimpri Chinchwad
13/11/2013,18,41,122.0,,,115.0,Pimpri Chinchwad
14/11/2013,17,33,103.0,,,102.0,Pimpri Chinchwad
15/11/2013,17,48,109.0,,,106.0,Pimpri Chinchwad
16/11/2013,13,60,104.0,,,103.0,Pimpri Chinchwad
19/11/2013,17,47,121.0,,,114.0,Pimpri Chinchwad
20/11/2013,17,32,95.0,,,95.0,Pimpri Chinchwad
21/11/2013,14,27,102.0,,,101.0,Pimpri Chinchwad
23/11/2013,16,42,119.0,,,113.0,Pimpri Chinchwad
24/11/2013,16,34,83.0,,,83.0,Pimpri Chinchwad
25/11/2013,22,29,40.0,,,40.0,Pimpri Chinchwad
26/11/2013,14,32,80.0,,,80.0,Pimpri Chinchwad
27/11/2013,33,34,91.0,,,91.0,Pimpri Chinchwad
28/11/2013,21,44,84.0,,,84.0,Pimpri Chinchwad
29/11/2013,22,31,111.0,,,107.0,Pimpri Chinchwad
01/12/13,29,46,116.0,,,111.0,Pimpri Chinchwad
02/12/13,23,43,79.0,,,79.0,Pimpri Chinchwad
03/12/13,15,42,61.0,,,61.0,Pimpri Chinchwad
04/12/13,20,37,74.0,,,74.0,Pimpri Chinchwad
05/12/13,19,51,115.0,,,110.0,Pimpri Chinchwad
06/12/13,24,55,87.0,,,87.0,Pimpri Chinchwad
08/12/13,44,56,128.0,,,119.0,Pimpri Chinchwad
09/12/13,23,70,110.0,,,107.0,Pimpri Chinchwad
10/12/13,31,62,179.0,,,153.0,Pimpri Chinchwad
11/12/13,32,65,151.0,,,134.0,Pimpri Chinchwad
12/12/13,14,48,129.0,,,119.0,Pimpri Chinchwad
14/12/2013,63,66,152.0,,,135.0,Pimpri Chinchwad
15/12/2013,60,63,148.0,,,132.0,Pimpri Chinchwad
16/12/2013,31,67,163.0,,,142.0,Pimpri Chinchwad
17/12/2013,26,73,145.0,,,130.0,Pimpri Chinchwad
18/12/2013,17,62,150.0,,,133.0,Pimpri Chinchwad
19/12/2013,15,65,158.0,,,139.0,Pimpri Chinchwad
20/12/2013,14,69,136.0,,,124.0,Pimpri Chinchwad
22/12/2013,19,62,137.0,,,125.0,Pimpri Chinchwad
23/12/2013,19,80,115.0,,,110.0,Pimpri Chinchwad
24/12/2013,21,91,107.0,,,111.0,Pimpri Chinchwad
27/12/2013,21,98,180.0,,,153.0,Pimpri Chinchwad
28/12/2013,16,79,149.0,,,133.0,Pimpri Chinchwad
29/12/2013,17,71,161.0,,,141.0,Pimpri Chinchwad
30/12/2013,23,43,102.0,,,101.0,Pimpri Chinchwad
31/12/2013,44,51,230.0,,,187.0,Pimpri Chinchwad
01/01/14,59,42,104.0,,,103.0,Pimpri Chinchwad
02/01/14,27,49,136.0,,,124.0,Pimpri Chinchwad
